ID Sensor,Ubicacionn,Fecha y Hora,Temperatura (C),Humedad (%),Nivel de Bateria (%)
S3216,Exteriores,2024-10-26 07:52:35,18.31,64.72,39.32
S6564,Edificio B,2024-10-26 14:37:35,25.18,52.43,14.71
S4624,Edificio A,2024-10-25 20:59:35,18.7,36.91,70.84
S2156,Edificio B,2024-10-26 05:05:35,15.31,34.19,28.24
S3968,Edificio B,2024-10-26 05:51:35,25.5,65.89,72.08
S5775,Edificio B,2024-10-26 10:53:35,28.24,61.88,32.85
S1482,Edificio A,2024-10-26 13:35:35,20.77,71.52,70.18
S3270,Exteriores,2024-10-26 11:33:35,17.76,64.93,35.05
S6881,Sótano,2024-10-26 16:40:35,25.72,64.35,66.13
S8350,Sótano,2024-10-26 01:58:35,18.63,37.34,29.49
S2208,Edificio A,2024-10-26 04:45:35,19.5,79.04,33.76
S1383,Exteriores,2024-10-26 10:09:35,26.79,74.25,46.4
S8100,Edificio B,2024-10-26 11:01:35,22.68,42.28,23.92
S7605,Edificio A,2024-10-25 16:45:35,17.98,61.67,63.94
S9260,Edificio B,2024-10-26 00:31:35,22.78,63.58,15.89
S1552,Exteriores,2024-10-26 05:53:35,24.84,70.9,63.91
S8408,Exteriores,2024-10-26 11:24:35,23.3,40.0,59.18
S6152,Sótano,2024-10-26 01:39:35,20.52,30.04,67.56
S4258,Edificio B,2024-10-25 17:05:35,20.82,57.49,99.94
S9317,Sótano,2024-10-26 10:37:35,25.37,38.98,47.85
S1122,Sótano,2024-10-26 15:50:35,26.96,48.17,33.31
S2333,Edificio A,2024-10-26 05:59:35,16.76,61.53,17.91
S2762,Edificio A,2024-10-25 16:54:35,25.42,50.58,23.92
S9923,Edificio B,2024-10-25 22:08:35,18.89,65.3,73.79
S4067,Exteriores,2024-10-26 15:03:35,23.49,76.72,20.16
S9203,Sótano,2024-10-26 12:43:35,15.6,57.85,26.95
S1789,Sótano,2024-10-26 03:55:35,21.94,60.44,65.01
S1107,Exteriores,2024-10-26 02:20:35,16.85,60.01,86.66
S9141,Exteriores,2024-10-26 14:30:35,15.42,78.31,81.31
S2128,Edificio A,2024-10-25 22:06:35,15.46,50.95,26.95
S9614,Exteriores,2024-10-25 21:34:35,19.58,77.23,11.61
S7111,Exteriores,2024-10-26 11:54:35,29.12,63.12,18.78
S1812,Exteriores,2024-10-25 20:43:35,26.03,55.88,35.54
S7279,Sótano,2024-10-26 04:08:35,24.05,49.56,64.85
S6181,Edificio A,2024-10-25 19:13:35,26.11,36.38,85.37
S2678,Sótano,2024-10-26 13:05:35,16.57,35.6,46.98
S9599,Exteriores,2024-10-25 23:53:35,28.32,77.55,12.11
S6894,Exteriores,2024-10-26 07:49:35,20.23,30.69,12.63
S8008,Exteriores,2024-10-26 05:24:35,21.48,44.27,34.14
S7486,Sótano,2024-10-26 04:06:35,17.88,48.61,99.22
S8481,Edificio A,2024-10-26 01:05:35,18.69,40.76,50.4
S6807,Edificio B,2024-10-26 10:49:35,17.79,48.06,68.73
S1897,Edificio B,2024-10-26 01:33:35,24.26,32.33,73.52
S9937,Exteriores,2024-10-25 21:13:35,29.12,49.45,68.31
S8523,Edificio A,2024-10-26 02:10:35,19.13,76.85,38.94
S3885,Edificio A,2024-10-26 03:29:35,23.67,49.79,92.83
S8606,Exteriores,2024-10-25 22:54:35,27.13,74.37,15.74
S3785,Edificio A,2024-10-26 03:30:35,27.69,71.59,58.56
S8225,Sótano,2024-10-26 14:17:35,17.21,61.7,46.19
S2799,Exteriores,2024-10-26 09:17:35,16.99,59.43,74.37
S5690,Sótano,2024-10-25 21:12:35,21.96,51.16,86.49
S9617,Edificio B,2024-10-25 20:33:35,25.92,32.55,21.14
S4802,Sótano,2024-10-26 01:37:35,29.58,72.67,29.96
S2084,Sótano,2024-10-26 07:11:35,15.69,59.48,96.94
S8811,Edificio A,2024-10-26 16:29:35,27.22,35.34,17.82
S8432,Exteriores,2024-10-26 06:24:35,21.64,43.53,96.49
S4429,Edificio B,2024-10-26 11:21:35,17.76,42.62,97.21
S5321,Edificio B,2024-10-26 03:19:35,26.24,32.94,48.89
S8104,Sótano,2024-10-26 02:47:35,20.32,65.77,14.2
S1005,Exteriores,2024-10-26 14:11:35,20.26,61.0,97.75
S7404,Exteriores,2024-10-26 02:25:35,22.96,55.32,51.78
S3546,Edificio B,2024-10-26 03:08:35,28.68,69.48,44.17
S2378,Exteriores,2024-10-25 17:33:35,28.72,49.25,73.92
S1524,Exteriores,2024-10-26 08:28:35,16.81,63.32,87.15
S6338,Edificio A,2024-10-25 22:46:35,16.69,56.46,35.84
S6038,Sótano,2024-10-25 19:59:35,28.12,34.8,36.13
S4679,Edificio A,2024-10-26 10:08:35,29.08,31.34,29.54
S4175,Edificio A,2024-10-25 18:08:35,27.71,61.5,22.3
S4215,Exteriores,2024-10-26 13:23:35,25.31,51.68,71.54
S3508,Edificio A,2024-10-26 09:51:35,27.41,34.78,40.71
S2880,Edificio A,2024-10-25 19:09:35,15.14,74.43,62.33
S4997,Edificio B,2024-10-26 01:02:35,16.48,65.59,19.09
S7568,Edificio B,2024-10-26 10:58:35,24.87,67.37,94.93
S5312,Edificio A,2024-10-26 00:40:35,18.78,30.43,61.01
S4196,Sótano,2024-10-25 22:53:35,16.9,75.06,32.78
S8483,Sótano,2024-10-26 00:50:35,28.34,43.56,83.07
S3998,Edificio B,2024-10-25 21:29:35,21.45,72.05,69.29
S4480,Edificio B,2024-10-25 18:14:35,24.87,76.85,23.12
S1724,Edificio B,2024-10-25 23:04:35,28.2,31.3,68.75
S9596,Sótano,2024-10-26 09:11:35,24.03,72.61,84.04
S9095,Exteriores,2024-10-26 10:55:35,24.08,72.71,20.7
S8580,Exteriores,2024-10-26 05:21:35,20.77,48.95,28.72
S8614,Edificio B,2024-10-26 13:42:35,24.9,66.02,72.07
S8506,Exteriores,2024-10-26 06:51:35,20.56,62.74,37.94
S3565,Exteriores,2024-10-26 09:10:35,19.21,64.36,62.78
S7508,Sótano,2024-10-26 12:42:35,19.85,39.8,70.82
S8930,Edificio B,2024-10-26 08:20:35,18.24,40.77,50.99
S1121,Sótano,2024-10-26 14:24:35,21.32,42.41,95.22
S5721,Exteriores,2024-10-26 14:45:35,21.5,57.38,77.44
S3504,Exteriores,2024-10-26 16:21:35,16.19,55.84,79.61
S4055,Sótano,2024-10-26 06:17:35,26.26,68.69,37.89
S7299,Exteriores,2024-10-26 12:39:35,26.11,43.89,82.85
S1111,Sótano,2024-10-26 15:10:35,20.22,73.0,14.82
S1075,Exteriores,2024-10-26 13:08:35,29.52,64.67,21.21
S9099,Edificio A,2024-10-25 18:00:35,21.65,33.21,46.0
S3124,Sótano,2024-10-26 07:22:35,18.09,72.15,59.74
S5927,Edificio B,2024-10-26 06:38:35,27.59,35.01,83.24
S5987,Exteriores,2024-10-26 13:33:35,18.5,56.1,62.69
S2288,Sótano,2024-10-26 03:27:35,28.31,79.97,81.81
S6832,Edificio B,2024-10-25 22:35:35,26.9,40.82,90.39
S1951,Sótano,2024-10-26 10:49:35,25.65,50.05,53.63
S1579,Edificio A,2024-10-25 23:17:35,29.18,51.39,77.26
S1527,Sótano,2024-10-26 14:36:35,21.66,61.89,90.76
S9943,Edificio A,2024-10-26 08:40:35,25.11,35.22,33.18
S4436,Edificio B,2024-10-26 09:02:35,18.51,33.9,89.48
S8320,Edificio B,2024-10-25 22:24:35,20.55,61.93,86.49
S5293,Sótano,2024-10-26 04:29:35,20.55,73.41,54.26
S5955,Sótano,2024-10-25 22:21:35,18.64,61.93,89.04
S3790,Edificio B,2024-10-25 19:05:35,28.46,37.3,97.0
S5926,Edificio A,2024-10-26 13:20:35,22.77,64.71,62.69
S3176,Exteriores,2024-10-26 10:58:35,25.76,72.5,82.07
S3520,Edificio B,2024-10-25 23:21:35,22.46,46.54,37.19
S2719,Sótano,2024-10-26 00:31:35,15.05,46.95,37.84
S3641,Exteriores,2024-10-25 23:07:35,17.36,37.21,83.03
S1731,Sótano,2024-10-26 11:56:35,15.0,56.44,75.14
S3604,Edificio B,2024-10-26 07:35:35,20.17,57.57,77.66
S4802,Edificio B,2024-10-26 00:54:35,18.58,40.68,31.59
S9989,Edificio A,2024-10-26 06:42:35,25.79,37.28,13.36
S4519,Edificio A,2024-10-26 14:05:35,23.3,50.61,34.35
S5170,Sótano,2024-10-25 21:37:35,28.24,36.42,22.57
S9472,Sótano,2024-10-26 00:20:35,24.9,48.18,38.89
S4637,Edificio B,2024-10-25 18:47:35,27.85,43.05,82.11
S7029,Exteriores,2024-10-26 00:32:35,20.67,52.51,40.94
S3614,Edificio A,2024-10-26 01:55:35,23.06,36.17,10.11
S3649,Edificio A,2024-10-26 12:34:35,15.2,40.09,72.25
S4684,Sótano,2024-10-26 06:13:35,15.95,78.29,73.56
S4651,Exteriores,2024-10-25 19:23:35,29.88,47.45,27.45
S6275,Exteriores,2024-10-26 00:08:35,15.57,46.65,19.11
S1282,Sótano,2024-10-26 07:41:35,18.73,64.31,61.23
S4606,Edificio A,2024-10-25 17:09:35,18.1,57.4,61.17
S1749,Exteriores,2024-10-26 03:10:35,28.34,72.84,92.24
S2047,Exteriores,2024-10-26 09:30:35,15.01,35.51,76.06
S1994,Edificio A,2024-10-26 08:55:35,28.3,58.3,19.86
S6462,Exteriores,2024-10-26 05:26:35,19.16,56.61,34.06
S7745,Sótano,2024-10-25 22:23:35,27.21,68.97,57.34
S2362,Sótano,2024-10-26 12:05:35,20.05,55.0,24.44
S6915,Exteriores,2024-10-26 06:18:35,17.75,55.08,68.16
S9155,Edificio B,2024-10-26 15:11:35,18.59,30.38,60.47
S6924,Edificio B,2024-10-25 19:40:35,25.08,76.34,15.32
S8765,Edificio A,2024-10-26 10:34:35,26.24,31.56,82.1
S6404,Sótano,2024-10-25 23:55:35,19.29,63.73,41.28
S1282,Exteriores,2024-10-26 10:59:35,23.25,77.8,31.03
S9610,Exteriores,2024-10-26 03:40:35,16.56,54.13,31.3
S3924,Edificio A,2024-10-26 12:01:35,24.4,70.03,91.53
S3862,Sótano,2024-10-26 07:58:35,18.9,64.9,27.18
S7677,Edificio A,2024-10-25 22:11:35,28.62,40.71,91.79
S4005,Edificio B,2024-10-26 10:58:35,20.05,43.33,52.23
S9232,Edificio B,2024-10-26 14:41:35,24.77,34.39,55.79
S5845,Exteriores,2024-10-25 21:21:35,25.7,77.52,64.2
S3188,Edificio B,2024-10-26 05:45:35,21.09,60.09,27.86
S4275,Sótano,2024-10-26 03:42:35,18.78,41.93,62.63
S9217,Edificio B,2024-10-26 04:30:35,19.61,50.35,67.38
S9305,Edificio B,2024-10-26 08:04:35,16.55,60.44,63.85
S9030,Sótano,2024-10-26 07:14:35,26.54,67.91,69.68
S7684,Exteriores,2024-10-26 07:43:35,25.49,73.85,47.84
S7883,Exteriores,2024-10-25 20:43:35,15.75,50.84,26.01
S8118,Sótano,2024-10-25 19:47:35,17.59,62.06,12.06
S4123,Edificio B,2024-10-26 01:41:35,28.68,39.45,27.31
S5095,Edificio A,2024-10-25 23:21:35,20.94,58.35,74.55
S1063,Sótano,2024-10-26 07:13:35,25.65,33.42,73.79
S1508,Exteriores,2024-10-26 10:05:35,23.8,39.61,38.09
S5123,Edificio A,2024-10-26 13:07:35,26.58,44.75,30.88
S2888,Edificio A,2024-10-26 01:30:35,21.06,47.08,96.81
S9217,Exteriores,2024-10-26 12:34:35,16.63,61.55,82.63
S2528,Edificio A,2024-10-25 23:30:35,18.3,75.35,39.76
S8321,Edificio A,2024-10-26 03:28:35,17.08,35.6,53.17
S6099,Edificio B,2024-10-26 08:11:35,27.72,54.11,28.36
S4669,Edificio A,2024-10-26 08:00:35,25.11,60.16,69.73
S3017,Edificio A,2024-10-26 00:23:35,18.77,31.25,50.65
S2870,Edificio A,2024-10-26 03:29:35,25.45,69.66,70.84
S8481,Exteriores,2024-10-26 12:41:35,18.78,60.22,60.32
S7534,Edificio B,2024-10-25 19:07:35,25.06,44.97,84.64
S4903,Sótano,2024-10-25 18:43:35,22.45,40.9,61.11
S6907,Edificio B,2024-10-25 18:23:35,21.79,57.66,67.19
S2701,Sótano,2024-10-26 14:05:35,28.84,75.78,12.09
S2335,Edificio B,2024-10-26 09:38:35,18.94,53.03,86.37
S3665,Edificio B,2024-10-25 20:06:35,20.14,69.86,76.34
S7928,Sótano,2024-10-26 16:26:35,17.57,52.91,16.09
S2708,Exteriores,2024-10-26 09:48:35,18.29,71.64,17.94
S6852,Sótano,2024-10-25 16:52:35,26.8,79.07,97.38
S4973,Edificio B,2024-10-26 04:01:35,15.79,53.52,59.83
S1700,Exteriores,2024-10-26 01:59:35,18.93,45.37,92.93
S2463,Sótano,2024-10-26 14:27:35,29.31,44.94,45.45
S2339,Edificio A,2024-10-26 01:50:35,25.82,79.65,61.64
S2953,Exteriores,2024-10-25 23:18:35,29.53,69.32,56.15
S6795,Edificio A,2024-10-26 09:19:35,26.06,43.29,69.51
S3104,Sótano,2024-10-26 11:58:35,21.72,42.27,65.58
S7599,Sótano,2024-10-26 16:07:35,15.89,54.76,60.25
S6485,Sótano,2024-10-26 05:43:35,29.82,44.77,81.75
S7352,Sótano,2024-10-25 18:32:35,27.36,68.71,85.41
S1790,Sótano,2024-10-26 01:23:35,29.07,64.06,75.01
S9781,Edificio A,2024-10-26 04:59:35,20.45,55.83,70.07
S9784,Edificio B,2024-10-26 14:40:35,20.94,75.25,60.07
S8154,Exteriores,2024-10-26 14:25:35,27.57,54.83,85.91
S3169,Exteriores,2024-10-26 03:41:35,23.11,39.64,66.5
S3196,Edificio B,2024-10-25 19:27:35,16.05,67.37,73.43
S4166,Exteriores,2024-10-26 14:20:35,16.35,42.87,27.86
S4801,Edificio B,2024-10-26 01:10:35,27.51,64.35,94.73
S8723,Edificio B,2024-10-26 10:32:35,16.87,36.31,19.42
S3557,Edificio A,2024-10-26 11:27:35,28.22,54.44,34.12
S3811,Sótano,2024-10-25 18:01:35,20.68,30.94,77.08
S3803,Edificio B,2024-10-25 18:44:35,26.48,32.17,97.03
S6535,Sótano,2024-10-26 01:40:35,24.22,72.37,34.21
S1109,Exteriores,2024-10-26 08:38:35,27.23,79.17,38.2
S6325,Exteriores,2024-10-26 13:09:35,16.79,55.28,68.91
S9910,Edificio A,2024-10-26 05:02:35,24.74,72.2,27.27
S3643,Exteriores,2024-10-26 00:52:35,26.76,41.64,26.86
S4529,Exteriores,2024-10-25 20:01:35,22.36,47.49,60.79
S1280,Sótano,2024-10-26 02:31:35,28.53,31.78,14.96
S5649,Edificio B,2024-10-26 09:56:35,17.06,38.78,35.16
S5335,Edificio A,2024-10-26 08:32:35,26.36,62.8,57.77
S5758,Exteriores,2024-10-26 09:50:35,18.36,36.56,25.5
S8056,Sótano,2024-10-26 06:02:35,16.2,63.4,69.96
S7708,Edificio B,2024-10-25 20:47:35,15.07,77.79,76.77
S3733,Edificio A,2024-10-26 05:28:35,20.34,31.29,21.83
S3402,Edificio B,2024-10-26 05:59:35,17.56,39.24,81.86
S1745,Sótano,2024-10-26 13:30:35,27.61,63.64,39.76
S5192,Edificio B,2024-10-26 13:14:35,28.06,79.53,18.73
S5020,Sótano,2024-10-26 06:22:35,17.34,61.14,37.37
S1370,Exteriores,2024-10-26 10:07:35,20.17,49.49,81.64
S9878,Edificio B,2024-10-25 23:54:35,22.1,58.28,22.08
S3649,Edificio A,2024-10-25 22:58:35,29.11,64.78,83.63
S5804,Exteriores,2024-10-25 21:52:35,25.44,73.69,69.7
S7567,Edificio B,2024-10-25 17:27:35,23.99,38.1,54.03
S5036,Sótano,2024-10-26 16:24:35,22.47,70.42,10.47
S9874,Edificio B,2024-10-26 09:27:35,21.04,59.48,67.74
S2237,Exteriores,2024-10-26 03:28:35,22.11,71.04,65.43
S4398,Exteriores,2024-10-25 17:19:35,24.09,61.87,75.26
S5369,Edificio B,2024-10-25 21:44:35,27.39,61.37,48.03
S3635,Exteriores,2024-10-26 08:49:35,24.27,41.16,40.13
S8753,Sótano,2024-10-25 19:33:35,21.4,70.56,65.65
S3667,Sótano,2024-10-25 21:15:35,17.29,64.15,49.85
S5705,Exteriores,2024-10-25 18:25:35,19.47,67.28,90.91
S6407,Exteriores,2024-10-25 18:47:35,17.34,60.9,54.84
S3493,Edificio B,2024-10-26 09:50:35,18.63,72.23,82.72
S3519,Edificio B,2024-10-26 11:12:35,28.41,62.67,90.11
S1667,Exteriores,2024-10-26 15:11:35,19.72,66.71,73.15
S9260,Edificio A,2024-10-26 00:17:35,25.09,68.53,28.49
S6945,Edificio B,2024-10-26 04:15:35,27.62,39.76,86.33
S2222,Edificio A,2024-10-25 20:35:35,25.71,69.62,27.14
S2057,Edificio B,2024-10-26 00:59:35,26.65,36.41,79.15
S6367,Exteriores,2024-10-25 20:06:35,22.99,61.7,39.4
S8883,Sótano,2024-10-25 22:27:35,25.12,33.26,41.04
S3022,Sótano,2024-10-25 17:54:35,26.13,71.76,98.84
S1807,Edificio B,2024-10-26 02:00:35,22.84,33.8,26.51
S8362,Edificio B,2024-10-26 10:51:35,28.3,31.15,43.2
S6829,Edificio A,2024-10-25 19:43:35,26.2,34.64,81.31
S1406,Edificio B,2024-10-26 01:51:35,22.45,73.28,92.99
S2128,Exteriores,2024-10-25 19:45:35,22.18,68.42,76.14
S9905,Edificio B,2024-10-25 23:29:35,15.99,38.74,25.07
S1370,Exteriores,2024-10-25 19:58:35,17.89,55.09,10.49
S6353,Edificio B,2024-10-26 02:15:35,29.51,59.19,70.15
S5654,Exteriores,2024-10-26 04:05:35,25.24,56.45,17.18
S1166,Exteriores,2024-10-25 18:07:35,19.24,72.06,53.27
S9268,Exteriores,2024-10-25 23:27:35,22.64,41.59,60.96
S3784,Exteriores,2024-10-25 23:41:35,22.48,76.75,70.15
S6189,Edificio B,2024-10-26 15:24:35,26.91,48.28,89.38
S8709,Exteriores,2024-10-26 16:25:35,23.97,78.2,66.53
S5236,Edificio A,2024-10-26 11:16:35,28.15,67.04,94.64
S9463,Edificio A,2024-10-26 15:43:35,28.12,76.6,21.85
S3923,Edificio A,2024-10-26 13:21:35,26.8,61.58,37.39
S5498,Sótano,2024-10-26 11:18:35,16.25,31.47,70.98
S5298,Edificio A,2024-10-26 00:57:35,23.32,56.76,63.04
S1941,Exteriores,2024-10-26 15:01:35,17.13,49.33,94.64
S2333,Sótano,2024-10-26 02:30:35,20.96,31.43,42.65
S5163,Edificio B,2024-10-26 12:09:35,20.7,69.25,46.5
S5833,Exteriores,2024-10-26 03:31:35,23.82,36.14,62.17
S7325,Sótano,2024-10-26 05:04:35,16.76,53.69,66.87
S4827,Sótano,2024-10-26 08:53:35,21.89,54.83,33.52
S6954,Edificio B,2024-10-26 06:24:35,27.3,44.25,52.0
S3161,Sótano,2024-10-26 13:51:35,23.71,57.14,84.21
S7215,Exteriores,2024-10-25 23:36:35,29.58,75.56,78.45
S6376,Sótano,2024-10-26 06:46:35,15.3,46.08,56.12
S9581,Exteriores,2024-10-26 15:41:35,19.34,76.45,23.07
S1443,Edificio A,2024-10-26 00:31:35,27.95,40.5,65.5
S8233,Sótano,2024-10-25 19:21:35,29.12,49.21,77.01
S6326,Edificio A,2024-10-26 12:35:35,16.81,53.16,22.62
S3788,Exteriores,2024-10-26 01:02:35,15.42,54.64,47.19
S6888,Edificio B,2024-10-26 10:54:35,26.02,51.8,36.91
S2037,Edificio B,2024-10-26 06:51:35,15.73,56.57,95.24
S7644,Edificio B,2024-10-25 18:46:35,15.57,47.07,77.66
S2298,Edificio B,2024-10-25 16:57:35,22.43,30.04,19.36
S4349,Exteriores,2024-10-26 13:52:35,21.04,57.02,36.76
S9533,Sótano,2024-10-25 18:42:35,15.18,67.89,50.21
S7511,Edificio A,2024-10-26 06:25:35,27.94,67.41,52.71
S8498,Exteriores,2024-10-26 07:01:35,24.69,54.52,35.15
S7063,Edificio A,2024-10-26 00:39:35,29.34,70.55,74.09
S4234,Exteriores,2024-10-25 23:34:35,28.86,62.35,36.98
S8838,Edificio B,2024-10-26 03:49:35,15.44,71.98,65.2
S4142,Sótano,2024-10-26 12:16:35,24.41,78.84,86.18
S8896,Sótano,2024-10-26 00:06:35,22.31,74.73,61.46
S3422,Sótano,2024-10-25 21:28:35,16.68,30.05,58.77
S8833,Edificio A,2024-10-25 18:38:35,19.53,49.76,75.62
S6413,Exteriores,2024-10-26 14:21:35,16.7,65.86,27.83
S7385,Edificio B,2024-10-26 09:09:35,25.6,48.89,27.29
S9583,Edificio A,2024-10-26 01:04:35,21.56,33.03,12.88
S1893,Exteriores,2024-10-26 06:36:35,26.37,42.8,62.12
S5233,Exteriores,2024-10-26 07:17:35,20.03,53.42,27.83
S5853,Edificio A,2024-10-25 21:39:35,26.87,76.19,17.26
S9290,Exteriores,2024-10-26 08:17:35,18.61,71.04,61.05
S9939,Sótano,2024-10-25 17:30:35,21.25,69.76,92.73
S1690,Edificio A,2024-10-26 04:33:35,15.06,66.67,96.36
S2382,Sótano,2024-10-26 07:55:35,26.14,45.22,57.73
S5813,Sótano,2024-10-26 00:06:35,19.35,59.19,90.34
S8523,Exteriores,2024-10-25 22:22:35,28.35,79.38,21.8
S6039,Edificio A,2024-10-26 05:37:35,15.72,49.05,98.34
S9006,Exteriores,2024-10-26 11:34:35,16.51,56.27,38.46
S7854,Sótano,2024-10-26 02:30:35,15.52,43.54,24.55
S8484,Sótano,2024-10-26 09:20:35,19.71,47.27,40.63
S6641,Edificio A,2024-10-26 13:05:35,29.43,60.25,86.08
S2258,Edificio A,2024-10-26 15:45:35,23.0,38.73,44.42
S7462,Edificio B,2024-10-26 16:00:35,19.81,46.84,23.29
S5345,Edificio A,2024-10-26 08:28:35,23.03,75.26,92.8
S3753,Sótano,2024-10-25 20:53:35,21.23,40.18,86.16
S2687,Sótano,2024-10-26 13:20:35,22.73,33.61,64.8
S7315,Sótano,2024-10-26 11:01:35,25.86,38.24,22.03
S4644,Sótano,2024-10-26 08:23:35,18.85,79.33,13.81
S3936,Edificio A,2024-10-26 14:43:35,20.05,39.77,80.0
S5233,Sótano,2024-10-26 08:53:35,29.97,35.08,45.33
S9297,Sótano,2024-10-25 21:14:35,25.08,59.28,50.34
S8462,Edificio B,2024-10-26 10:41:35,19.08,45.69,84.74
S4075,Edificio A,2024-10-26 10:59:35,24.15,41.71,22.39
S4397,Sótano,2024-10-26 15:17:35,25.47,45.8,45.04
S7939,Exteriores,2024-10-26 14:17:35,26.86,76.75,64.68
S3439,Edificio A,2024-10-26 03:48:35,21.09,68.94,18.27
S4887,Edificio B,2024-10-25 19:25:35,28.97,62.77,11.48
S4555,Edificio A,2024-10-25 20:32:35,19.28,34.94,71.0
S8286,Edificio B,2024-10-25 21:09:35,27.03,68.91,86.18
S3112,Edificio B,2024-10-26 14:43:35,29.73,77.31,39.5
S2288,Exteriores,2024-10-25 19:44:35,24.97,57.78,40.97
S7707,Sótano,2024-10-26 08:33:35,17.19,75.72,31.81
S4087,Exteriores,2024-10-25 17:11:35,17.56,39.93,12.68
S5984,Sótano,2024-10-26 04:08:35,22.56,75.54,44.29
S9903,Exteriores,2024-10-26 15:04:35,21.83,62.85,29.74
S7151,Edificio A,2024-10-26 12:32:35,29.04,40.71,48.8
S6138,Exteriores,2024-10-25 22:57:35,20.71,73.37,97.02
S3499,Sótano,2024-10-26 16:01:35,29.03,71.45,17.95
S9262,Edificio B,2024-10-26 03:04:35,18.4,53.28,26.41
S7384,Sótano,2024-10-26 04:59:35,17.53,53.35,43.06
S4166,Edificio A,2024-10-25 19:05:35,29.09,64.67,38.0
S4229,Sótano,2024-10-26 14:52:35,16.78,76.51,50.41
S7822,Edificio B,2024-10-26 13:12:35,22.59,55.25,82.21
S6582,Edificio B,2024-10-25 21:54:35,20.94,44.73,85.35
S1034,Sótano,2024-10-26 11:18:35,24.04,75.63,49.72
S3657,Edificio A,2024-10-26 03:23:35,19.53,79.3,92.01
S9649,Edificio B,2024-10-26 09:42:35,25.79,35.87,81.27
S2651,Edificio B,2024-10-26 15:39:35,28.75,43.87,77.41
S2489,Edificio A,2024-10-26 07:23:35,15.91,36.43,21.18
S4051,Edificio A,2024-10-26 07:44:35,26.35,77.06,70.78
S7321,Sótano,2024-10-26 03:36:35,19.66,47.33,50.05
S5284,Exteriores,2024-10-25 23:27:35,19.83,52.03,72.09
S2168,Edificio A,2024-10-25 20:48:35,27.69,42.18,69.36
S5032,Sótano,2024-10-26 06:48:35,22.38,79.61,17.54
S7914,Sótano,2024-10-26 07:57:35,17.53,72.94,49.03
S6989,Edificio A,2024-10-25 20:29:35,28.78,75.21,89.79
S7482,Sótano,2024-10-25 22:47:35,27.82,50.38,93.73
S1142,Sótano,2024-10-26 00:05:35,26.93,37.95,81.2
S5497,Edificio A,2024-10-25 20:30:35,19.48,63.56,58.42
S6030,Sótano,2024-10-26 03:09:35,26.85,61.28,85.21
S9765,Exteriores,2024-10-26 05:10:35,24.51,48.18,85.21
S6645,Exteriores,2024-10-26 00:59:35,20.37,56.53,41.04
S3885,Edificio B,2024-10-25 18:39:35,24.77,32.61,79.16
S3703,Sótano,2024-10-25 18:23:35,22.31,52.34,92.58
S9392,Edificio B,2024-10-26 01:43:35,15.7,73.49,73.38
S7783,Edificio A,2024-10-25 21:01:35,15.11,52.26,19.08
S3293,Sótano,2024-10-26 04:21:35,21.33,78.7,87.75
S5250,Exteriores,2024-10-26 16:11:35,22.37,59.13,45.62
S6965,Edificio A,2024-10-25 21:50:35,16.31,75.66,14.65
S9593,Edificio B,2024-10-26 09:32:35,26.83,30.42,59.89
S9657,Edificio A,2024-10-25 18:07:35,27.89,43.5,57.62
S6351,Edificio B,2024-10-25 19:37:35,19.5,62.57,27.84
S4061,Sótano,2024-10-25 21:48:35,21.2,30.5,55.34
S1271,Exteriores,2024-10-25 22:22:35,28.07,31.38,28.74
S3258,Sótano,2024-10-25 21:29:35,18.45,30.03,20.8
S5243,Sótano,2024-10-26 15:29:35,22.01,60.29,29.43
S2272,Edificio B,2024-10-25 18:46:35,28.63,33.05,89.76
S5508,Exteriores,2024-10-25 20:02:35,22.9,32.47,75.62
S7145,Edificio A,2024-10-26 08:00:35,21.28,43.72,27.13
S1499,Edificio A,2024-10-26 01:39:35,21.92,53.34,57.31
S1474,Exteriores,2024-10-26 16:05:35,19.39,42.8,15.1
S4159,Exteriores,2024-10-26 09:42:35,25.15,36.18,20.8
S3778,Sótano,2024-10-26 11:35:35,26.67,57.01,73.91
S6211,Edificio B,2024-10-26 13:14:35,25.11,48.28,94.27
S2405,Edificio B,2024-10-26 01:07:35,25.84,40.44,17.82
S7401,Sótano,2024-10-26 14:55:35,25.28,41.93,34.12
S8603,Edificio A,2024-10-26 11:44:35,21.45,51.56,54.82
S6044,Edificio A,2024-10-25 19:46:35,26.01,44.98,73.09
S5992,Edificio B,2024-10-26 03:40:35,26.51,70.04,88.9
S8150,Edificio B,2024-10-26 05:48:35,17.13,42.52,78.31
S9218,Edificio A,2024-10-25 23:44:35,26.35,63.73,18.1
S1084,Sótano,2024-10-25 19:46:35,22.86,49.21,69.72
S5978,Exteriores,2024-10-26 01:54:35,21.91,74.04,85.23
S6606,Edificio A,2024-10-25 19:44:35,23.73,71.51,70.29
S9807,Edificio A,2024-10-26 07:15:35,24.31,50.8,57.67
S4591,Exteriores,2024-10-26 10:15:35,17.9,49.43,75.22
S1708,Exteriores,2024-10-26 14:33:35,19.22,78.51,89.23
S4576,Edificio B,2024-10-25 18:12:35,29.79,65.89,44.73
S8810,Sótano,2024-10-25 20:26:35,25.04,54.16,22.94
S9390,Edificio A,2024-10-25 20:32:35,27.63,41.36,41.65
S8903,Sótano,2024-10-25 18:54:35,25.85,59.84,53.2
S7763,Sótano,2024-10-26 14:57:35,27.1,66.79,57.36
